treatment,BaselineSteps,PostSteps,StepChange
1,56000,76331,20331
0,74233,95345,21112
1,32000,33987,1987
1,37582,83116,45534
0,48295,50607,2312
0,158032,165163,7131
1,24000,50084,26084
0,105033,153740,48707
1,45000,68425,23425
0,146324,155915,9591
1,18985,58517,39532
1,50875,83868,32993
0,59476,86723,27247
0,81254,126798,45544
0,89676,134919,45243
0,138271,151693,13422
0,88956,104099,15143
1,130756,162313,31557
1,49363,79232,29869
1,76720,108732,32012
1,63157,70431,7274
0,101875,129745,27870
0,21403,41069,19666
1,18960,28895,9935
1,22808,33462,10654
1,16086,46869,30783
1,86000,119019,33019
0,198367,231356,32989
0,28054,56855,28801
0,83704,94288,10584
0,38161,57327,19166
0,36536,45847,9311
0,110214,121173,10959
0,37261,82213,44952
0,196424,200633,4209
1,100000,149435,49435
1,58718,68975,10257
1,41212,71286,30074
1,107876,124044,16168
1,36151,71426,35275
0,100507,108459,7952
0,28243,42319,14076
0,74032,82715,8683
0,161609,180581,18972
0,31545,62088,30543
0,119876,122182,2306
0,23990,24711,721
0,40891,48994,8103
0,42339,77548,35209
0,17485,40198,22713
0,83488,102626,19138
0,15210,20173,4963
0,50410,72230,21820
0,18222,29537,11315
0,68837,94560,25723
0,79585,116858,37273
0,28789,62147,33358
1,52030,65577,13547
1,22238,71160,48922
1,66738,87685,20947
0,24909,36023,11114
0,99667,108600,8933
0,134457,151742,17285
1,94305,133057,38752
1,19646,34836,15190
1,81234,117231,35997
1,30000,71909,41909
1,38396,72724,34328
1,73200,120491,47291
0,76200,120438,44238
0,67016,72889,5873
1,54668,102032,47364
1,29888,50913,21025
0,62804,110601,47797
0,52449,83999,31550
1,55554,61645,6091
0,49886,49969,83
1,71851,111738,39887
1,82082,130116,48034
0,63682,66491,2809
1,134000,147291,13291
1,27000,70520,43520
0,12483,21886,9403
1,162712,187063,24351
1,46926,55942,9016
1,93161,143008,49847
0,38382,75238,36856
1,65252,95636,30384
0,89515,115386,25871
0,34639,43657,9018
0,116298,131524,15226
1,60506,105759,45253
0,71042,115803,44761
1,81227,122891,41664
0,107604,130914,23310
0,90772,93423,2651
1,43596,46528,2932
1,45087,78152,33065
1,48886,60589,11703
1,78000,82812,4812
0,124300,126813,2513
1,27830,71311,43481
0,88116,111729,23613
1,50100,81220,31120
1,151021,195301,44280
0,91268,119705,28437
0,32515,77528,45013
1,150000,195048,45048
1,35209,43786,8577
1,58000,97582,39582
1,102929,119297,16368
0,52751,72769,20018
1,25238,39512,14274
0,26763,58571,31808
1,23000,65639,42639
1,42604,81477,38873
0,59753,77746,17993
0,118217,158790,40573
1,49093,64231,15138
0,26833,31750,4917
1,71453,120172,48719
1,92100,106490,14390
0,74539,82252,7713
1,37820,51586,13766
0,73703,101221,27518
0,165950,213819,47869
0,38807,70255,31448
0,124349,144653,20304
0,137644,166563,28919
0,114918,157131,42213
0,131648,170109,38461
1,82101,107908,25807
0,52002,86335,34333
0,157872,176489,18617
0,17235,38619,21384
0,41411,66669,25258
0,111500,125637,14137
0,99000,118974,19974
0,15174,63609,48435
1,145832,167590,21758
1,199816,204917,5101
1,180000,195911,15911
0,49909,81309,31400
0,62652,89529,26877
1,104863,144749,39886
1,47516,48130,614
0,42326,82281,39955
1,90000,126843,36843
1,60072,69898,9826
0,177342,221120,43778
0,104447,132011,27564
0,93974,104242,10268
1,155100,158520,3420
0,49644,64488,14844
1,85255,135110,49855
0,29173,49755,20582
1,68077,77942,9865
0,45842,62055,16213
1,28904,59178,30274
0,27400,28627,1227
0,80000,113403,33403
1,18000,18864,864
1,45000,48948,3948
0,63641,83708,20067
0,45995,93978,47983
1,19001,65246,46245
0,163770,208349,44579
1,97484,138999,41515
1,52344,71694,19350
0,98974,99568,594
0,64935,104878,39943
1,150212,179916,29704
1,34076,61596,27520
1,53900,68445,14545
1,117811,144366,26555
0,88489,135143,46654
0,27165,69224,42059
0,67012,73101,6089
0,59977,77854,17877
1,48321,58015,9694
1,51759,86801,35042
1,91791,133580,41789
0,34300,51580,17280
1,16312,66233,49921
1,85406,135239,49833
1,50176,67527,17351
0,47848,69662,21814
1,91753,107593,15840
1,36910,58295,21385
0,18469,26125,7656
0,32140,36338,4198
1,113636,145387,31751
0,14990,30414,15424
1,22000,35426,13426
0,93220,139177,45957
0,58849,73744,14895
1,36877,59312,22435
0,44779,84335,39556
0,78533,109793,31260
0,109120,158914,49794
0,20435,31693,11258
0,38402,63945,25543
1,167365,176982,9617
0,11477,41878,30401
0,27618,63327,35709
0,74824,78216,3392
0,105022,129375,24353
1,50000,93628,43628
1,186015,226729,40714
1,115477,150868,35391
1,100547,124173,23626
1,22045,53060,31015
0,36171,76388,40217
1,62455,73988,11533
1,12047,58396,46349
0,17181,64412,47231
0,150246,167815,17569
1,160584,167634,7050
0,21629,59863,38234
1,100000,129091,29091
0,76147,85457,9310
1,54598,94462,39864
0,118026,152450,34424
1,192300,197050,4750
1,104955,134376,29421
0,103642,123650,20008
0,79931,108916,28985
1,28827,54059,25232
0,42700,45342,2642
0,15063,34896,19833
1,31910,78048,46138
0,120496,142235,21739
0,108000,108735,735
1,36135,37857,1722
0,26590,38038,11448
0,36000,73093,37093
1,100902,129079,28177
1,101000,134342,33342
0,108289,127540,19251
1,102310,135787,33477
1,65000,90826,25826
1,30210,55812,25602
0,38425,83077,44652
0,134007,174383,40376
1,100000,144099,44099
0,87233,128883,41650
1,75035,123273,48238
1,58083,80113,22030
1,32172,58031,25859
0,71305,81185,9880
0,129558,179200,49642
0,63237,85159,21922
1,68209,99426,31217
1,20116,45749,25633
0,78656,86834,8178
0,31374,64846,33472
1,46364,82545,36181
0,54145,84233,30088
1,70702,79453,8751
0,19288,64337,45049
0,97038,110674,13636
1,113303,150405,37102
0,122734,161711,38977
0,147701,188369,40668
0,194400,210326,15926
0,183215,224961,41746
1,34000,82090,48090
0,113153,118580,5427
1,10996,16979,5983
0,158143,177432,19289
0,18904,29455,10551
1,49865,51963,2098
0,46953,56233,9280
1,42551,54135,11584
0,93855,97299,3444
1,87000,133663,46663
0,162419,207741,45322
1,64036,92544,28508
1,84804,104286,19482
0,36454,56424,19970
0,81874,101182,19308
1,41000,82703,41703
1,80766,112224,31458
0,16576,54465,37889
0,89036,128536,39500
1,159071,204482,45411
1,68298,89500,21202
0,62011,72903,10892
0,34947,45747,10800
1,11100,39339,28239
1,29327,46818,17491
1,44912,81685,36773
1,73100,89951,16851
0,104348,139569,35221
0,58977,67396,8419
0,78171,122662,44491
0,51435,82877,31442
0,79654,89249,9595
1,13079,53062,39983
1,30864,32547,1683
1,41869,70282,28413
0,106902,134387,27485
1,91561,117402,25841
1,85000,105274,20274
0,44583,46557,1974
0,96442,123370,26928
0,73474,76176,2702
1,81905,96581,14676
1,28000,57539,29539
0,121872,141492,19620
0,77700,93559,15859
1,19760,60333,40573
1,29341,32949,3608
0,26563,69788,43225
0,99120,109899,10779
0,151314,182346,31032
0,73500,96894,23394
1,32341,70585,38244
1,116000,121892,5892
1,50281,94585,44304
1,120505,126878,6373
0,114560,161040,46480
1,163785,206387,42602
1,40474,73728,33254
1,95822,104078,8256
0,80315,106998,26683
1,71472,98643,27171
0,65628,83952,18324
1,54480,90365,35885
1,60367,84156,23789
0,25396,56390,30994
1,43000,72339,29339
0,66460,113389,46929
0,69965,79824,9859
1,34047,54283,20236
0,41363,63878,22515
0,37103,78734,41631
1,47391,57203,9812
1,97000,143136,46136
1,44456,63564,19108
1,93982,124465,30483
1,89531,96618,7087
0,164705,172481,7776
1,28000,67910,39910
1,134708,166441,31733
0,66684,89900,23216
1,11391,46508,35117
0,36576,41922,5346
1,37177,59937,22760
1,34000,36298,2298
1,193000,202962,9962
0,80505,108669,28164
0,83577,90045,6468
0,75013,98657,23644
1,40455,52341,11886
0,52645,67835,15190
1,25504,55844,30340
0,59373,87520,28147
0,19827,47134,27307
1,85000,94686,9686
0,15058,42405,27347
1,149440,194206,44766
1,107075,151389,44314
0,51031,68379,17348
1,75943,91905,15962
0,170573,182219,11646
0,81523,107273,25750
0,143000,147331,4331
0,19213,59119,39906
1,34000,47246,13246
1,46000,85073,39073
0,73460,102903,29443
1,72427,114164,41737
0,21974,68167,46193
0,55700,99001,43301
0,34652,80180,45528
1,47345,77398,30053
1,119000,140956,21956
1,27181,44880,17699
1,97000,98162,1162
0,84462,112670,28208
1,190413,219713,29300
1,45479,95316,49837
1,132470,157276,24806
1,80214,116234,36020
1,67216,106218,39002
0,15800,56197,40397
1,28911,68270,39359
0,97377,107515,10138
0,12689,32644,19955
1,19847,29591,9744
0,195311,207352,12041
0,72483,104780,32297
1,136000,179689,43689
1,11846,60499,48653
0,36307,53202,16895
0,18149,27856,9707
1,150195,174885,24690
0,113315,117914,4599
0,124317,159724,35407
1,92454,116674,24220
0,45228,73917,28689
1,64443,107420,42977
0,122700,169282,46582
0,28009,36025,8016
1,80248,122382,42134
0,28323,43323,15000
0,15833,31258,15425
0,62628,88570,25942
0,57638,69853,12215
0,66945,84059,17114
0,59464,92624,33160
1,153216,176355,23139
1,49516,88625,39109
0,134531,161538,27007
1,138644,164850,26206
1,105000,140553,35553
1,41600,60538,18938
1,46143,83285,37142
1,29880,57115,27235
1,42000,88636,46636
1,101854,145611,43757
0,47766,87500,39734
0,89304,114705,25401
0,146533,194769,48236
0,27171,44406,17235
0,168323,170030,1707
0,52268,100649,48381
0,47546,72314,24768
1,56083,93190,37107
0,94562,113410,18848
0,55561,98923,43362
0,54618,90245,35627
0,46010,51747,5737
1,37649,46400,8751
1,180828,195007,14179
0,28340,32223,3883
1,99907,137160,37253
1,90750,130006,39256
1,33943,72759,38816
1,126681,157699,31018
0,56000,59886,3886
1,43200,77702,34502
1,23026,47780,24754
1,130653,172168,41515
1,45889,89901,44012
1,110100,149048,38948
0,15312,31419,16107
0,127965,144546,16581
1,57792,60405,2613
1,85000,131707,46707
1,50302,65264,14962
0,38588,38715,127
0,150363,184937,34574
0,19844,42286,22442
1,45571,62400,16829
1,140991,144801,3810
1,49637,53778,4141
1,54046,60481,6435
1,66788,88524,21736
0,65842,94517,28675
1,24776,67971,43195
1,95945,127443,31498
1,50000,92564,42564
1,77500,100246,22746
0,44006,73743,29737
0,88660,93006,4346
1,158000,172520,14520
1,39333,85813,46480
1,167623,184421,16798
1,54953,98245,43292
0,22912,69190,46278
1,75000,121023,46023
0,54686,89710,35024
1,197612,217670,20058
0,19322,67271,47949
0,17183,49419,32236
1,35591,57365,21774
1,50301,94913,44612
0,85657,116264,30607
1,37298,66190,28892
0,122960,153872,30912
1,49104,90809,41705
0,10650,26836,16186
1,93862,109028,15166
1,42286,74934,32648
0,100000,128593,28593
1,43920,54615,10695
1,114664,157748,43084
1,18128,47269,29141
0,44900,70836,25936
0,41168,83304,42136
0,100395,150196,49801
1,52948,82561,29613
0,51995,77738,25743
0,23337,28664,5327
0,150591,157305,6714
0,11465,51072,39607
1,17543,64058,46515
0,35629,43738,8109
0,65388,112193,46805
1,50251,63121,12870
1,88191,109098,20907
1,46302,79562,33260
0,142565,190330,47765
0,43562,90554,46992
0,145530,145919,389
1,60446,86819,26373
1,41114,85494,44380
0,20071,55802,35731
0,48882,71396,22514
0,126448,129115,2667
1,130112,133790,3678
1,34000,63412,29412
0,57339,69727,12388
0,41641,42497,856
0,17186,52811,35625
1,24000,64176,40176
1,76882,125555,48673
1,17067,66239,49172
1,79467,100757,21290
0,135876,181858,45982
1,27000,30473,3473
0,104027,132437,28410
0,75129,91974,16845
0,66235,75379,9144
0,85654,127074,41420
1,34344,67537,33193
0,196948,225614,28666
0,70375,82504,12129
1,117750,148125,30375
1,23654,27936,4282
1,68000,112656,44656
1,39000,83222,44222
1,93077,123057,29980
1,124189,173881,49692
0,22647,45659,23012
0,79152,95756,16604
0,38116,46767,8651
0,68180,76062,7882
0,61288,80543,19255
1,32246,48869,16623
0,42934,59021,16087
0,54500,56593,2093
0,61783,104336,42553
1,16234,56603,40369
0,68860,96153,27293
1,78353,122088,43735
0,54379,86297,31918
1,20620,42511,21891
0,82385,82673,288
0,123785,153805,30020
0,77931,108748,30817
0,34289,73028,38739
0,100000,108968,8968
1,102991,131497,28506
1,89416,129378,39962
1,20000,48184,28184
0,160826,187951,27125
1,34301,40037,5736
0,21402,38662,17260
0,159678,198057,38379
0,136003,142802,6799
1,52590,91267,38677
1,109777,133620,23843
0,145571,170959,25388
1,138293,177166,38873
1,36918,72561,35643
1,175395,193365,17970
0,88000,107325,19325
1,115000,136016,21016
1,161463,180969,19506
0,67903,85218,17315
0,85000,117540,32540
1,107064,132620,25556
1,31692,71982,40290
0,112009,127990,15981
0,17990,66591,48601
1,65891,102616,36725
1,163000,212075,49075
0,82417,130144,47727
1,33736,42425,8689
1,17000,56436,39436
1,70800,102543,31743
0,137876,177533,39657
1,62249,96569,34320
1,18652,67708,49056
1,37671,48121,10450
0,66728,95265,28537
0,23248,41521,18273
1,54508,103751,49243
1,32764,61261,28497
1,127198,129948,2750
0,23000,34215,11215
0,40605,63615,23010
0,15191,62312,47121
0,55948,96662,40714
1,68190,106638,38448
0,41837,83865,42028
1,96730,110281,13551
1,77365,115011,37646
1,98323,133226,34903
1,100969,118808,17839
1,11300,27839,16539
1,50220,64967,14747
1,73000,113456,40456
0,64807,65082,275
0,63587,69100,5513
0,53330,80445,27115
0,98705,105056,6351
1,32306,51761,19455
0,16180,37951,21771
0,15314,38883,23569
0,71473,76024,4551
1,53839,93514,39675
1,10593,19712,9119
0,98167,144271,46104
1,94871,138112,43241
1,161009,190960,29951
1,51931,87122,35191
1,34200,70397,36197
0,47232,71574,24342
0,86576,126307,39731
0,111006,113458,2452
1,133850,152558,18708
1,180100,196488,16388
0,52603,91157,38554
0,70825,119555,48730
1,148338,149782,1444
1,129840,153751,23911
1,15000,32411,17411
0,59206,84674,25468
0,44958,75496,30538
0,55978,58826,2848
1,43527,74990,31463
1,151201,197493,46292
0,52992,66291,13299
1,90000,127190,37190
1,153000,179302,26302
0,61202,104688,43486
0,52551,89836,37285
1,54684,85434,30750
1,89000,137488,48488
0,51257,88603,37346
1,18966,58505,39539
0,76003,95989,19986
0,87594,102896,15302
0,55091,59158,4067
0,82454,100151,17697
0,50759,75618,24859
1,151625,181610,29985
1,40000,76038,36038
0,90000,113313,23313
0,71547,108187,36640
0,28880,71128,42248
0,109723,147967,38244
0,65894,78646,12752
1,19000,54506,35506
0,142839,144315,1476
1,52265,84703,32438
1,15218,42190,26972
1,57850,66112,8262
0,15941,30430,14489
0,62300,84069,21769
0,155536,195045,39509
0,10852,41535,30683
1,44634,92649,48015
0,23235,38015,14780
1,10974,11820,846
0,89916,121116,31200
0,105000,148166,43166
0,15834,23019,7185
0,137744,155686,17942
0,52378,60665,8287
1,86000,130587,44587
1,26928,47431,20503
0,21837,34212,12375
0,41178,86276,45098
0,90483,103117,12634
0,65257,73658,8401
0,34605,54997,20392
1,39769,71188,31419
1,34470,82558,48088
1,65687,115178,49491
1,48689,58258,9569
0,68700,81867,13167
1,33859,38594,4735
1,34000,76118,42118
0,23872,49993,26121
0,77517,89894,12377
0,54524,71373,16849
1,31000,34844,3844
1,64000,84516,20516
1,54994,60836,5842
0,28652,57747,29095
1,33649,54306,20657
1,103528,153223,49695
1,104629,114495,9866
0,30107,66369,36262
0,97350,103587,6237
0,38002,82519,44517
0,81372,87149,5777
0,73081,79157,6076
0,34000,40828,6828
1,133136,179119,45983
0,117982,151904,33922
0,167367,180595,13228
0,140269,182078,41809
0,55658,103158,47500
0,53663,66423,12760
0,61469,108596,47127
1,86074,110023,23949
1,94128,138831,44703
0,162304,184618,22314
0,56788,59174,2386
0,23607,39532,15925
1,12201,50132,37931
0,63985,81163,17178
1,71438,73199,1761
1,126960,170972,44012
1,83810,104947,21137
0,39872,81519,41647
1,77958,114706,36748
1,101398,121430,20032
0,74537,123221,48684
0,32181,67958,35777
1,56583,92433,35850
1,58394,87133,28739
1,50970,61866,10896
1,125107,172427,47320
0,81870,114350,32480
1,42699,63844,21145
1,18327,61576,43249
0,43316,55662,12346
1,37000,53857,16857
0,158829,205037,46208
0,141008,172929,31921
1,110000,125973,15973
1,48146,52316,4170
1,48145,92203,44058
0,84456,87681,3225
0,72896,75234,2338
0,46141,50530,4389
0,155905,191315,35410
0,40198,45948,5750
1,80365,105251,24886
1,80782,98560,17778
0,36767,72720,35953
0,88359,106227,17868
1,23925,64740,40815
0,71280,71707,427
1,100201,105403,5202
1,32318,52191,19873
1,35014,84839,49825
0,58100,77865,19765
0,48889,53127,4238
1,165000,168618,3618
0,14359,23370,9011
0,130298,166132,35834
0,58345,106842,48497
0,29965,66570,36605
0,40344,74886,34542
1,169000,172951,3951
1,48993,78243,29250
0,37905,63918,26013
0,42451,52537,10086
1,62418,97584,35166
1,30409,56198,25789
1,174464,217337,42873
0,36354,36686,332
0,18235,57419,39184
0,15070,22447,7377
1,124877,147319,22442
1,27820,71671,43851
0,31131,42535,11404
0,33476,67454,33978
1,58248,70354,12106
0,72880,99423,26543
0,89288,98181,8893
0,51885,92008,40123
1,124000,139676,15676
0,157755,179020,21265
0,114798,125736,10938
0,49479,85956,36477
0,179682,183956,4274
1,32000,37134,5134
1,34652,78552,43900
1,165854,200911,35057
0,33105,53568,20463
1,37751,67913,30162
1,60000,66184,6184
1,104790,113399,8609
0,23971,63809,39838
0,51392,68754,17362
0,61972,99335,37363
0,56408,59868,3460
0,120928,150992,30064
0,40841,51749,10908
0,95692,138576,42884
0,43535,50119,6584
1,75997,100098,24101
0,12468,58930,46462
0,42136,62733,20597
1,150000,194240,44240
0,62330,100393,38063
0,43203,79077,35874
0,12303,19953,7650
0,91686,107386,15700
1,70533,88399,17866
0,34860,42848,7988
1,53786,100595,46809
1,61000,83064,22064
1,110000,113651,3651
0,79051,85231,6180
0,34234,62565,28331
0,67893,97986,30093
1,53800,88253,34453
0,116477,150232,33755
0,85625,113944,28319
0,83676,84433,757
0,65142,84333,19191
0,81315,125128,43813
0,128005,139603,11598
1,60902,69706,8804
1,30509,36024,5515
1,28483,43510,15027
0,149399,151537,2138
0,53138,89328,36190
1,75673,119505,43832
1,120361,160458,40097
1,55173,90354,35181
0,94671,96457,1786
0,135739,167157,31418
1,186000,188834,2834
1,81980,102746,20766
1,114934,152914,37980
0,80204,96897,16693
0,31886,49988,18102
0,104775,123521,18746
1,14800,31137,16337
1,12128,22941,10813
1,55088,92572,37484
1,39477,88384,48907
1,24944,37047,12103
0,64882,90535,25653
0,128911,173055,44144
1,134000,152824,18824
1,50000,98861,48861
1,130000,144380,14380
0,93170,124827,31657
1,36767,64595,27828
0,81795,130515,48720
1,185739,189533,3794
0,85369,127593,42224
1,102071,148534,46463
1,43534,92869,49335
1,25100,72751,47651
1,90453,119503,29050
1,82042,129133,47091
1,80000,98635,18635
0,55552,104611,49059
0,196832,205705,8873
1,69729,79118,9389
0,34078,34280,202
1,173253,215360,42107
1,118491,132688,14197
1,15648,54859,39211
0,20486,67116,46630
1,65315,104731,39416
1,102586,123432,20846
1,39120,79849,40729
1,54946,76032,21086
1,35046,80203,45157
0,39337,89101,49764
0,101715,143800,42085
0,17137,53418,36281
0,142862,178888,36026
0,79872,92353,12481
1,151752,187333,35581
1,88037,96222,8185
0,72565,108733,36168
0,85270,87231,1961
1,115000,144685,29685
1,59200,77223,18023
1,76800,102946,26146
1,155250,176310,21060
1,37094,70767,33673
0,165661,215636,49975
1,118730,158137,39407
0,36472,72837,36365
0,66362,74275,7913
1,135100,155545,20445
1,10083,49284,39201
1,121953,142118,20165
1,192660,220597,27937
1,76131,89517,13386
0,49839,76593,26754
0,33330,37272,3942
0,44008,52702,8694
1,102922,134157,31235
1,154000,179892,25892
1,55338,60039,4701
1,103016,104141,1125
0,98562,120003,21441
0,66189,105022,38833
0,14000,19609,5609
1,47822,48815,993
0,18569,32861,14292
1,28612,36827,8215
1,19438,39065,19627
0,73559,77081,3522
0,91597,111692,20095
1,61300,81500,20200
1,102670,116766,14096
0,63579,71761,8182
1,70506,70551,45
0,88940,129872,40932
1,42000,59719,17719
0,119632,164581,44949
1,55681,62123,6442
1,138736,149453,10717
0,112992,137129,24137
1,57000,71550,14550
1,54897,74420,19523
1,19873,43357,23484
0,48260,60116,11856
0,80504,89275,8771
1,14292,41390,27098
1,97445,121381,23936
0,22180,41524,19344
